hour,timestamp,avg_voltage,avg_current,avg_power,energy_kwh,samples,hour_of_day,day_of_week,is_weekend
2006-12-31_22,1167602400,239.3,10.97,2.636,2.636,60,22,6,1
2006-12-31_23,1167606000,239.31,12.91,3.104,3.104,60,23,6,1
2007-01-01_00,1167609600,241.36,10.53,2.551,2.551,60,0,0,0
2007-01-01_01,1167613200,241.1,10.44,2.523,2.523,60,1,0,0
2007-01-01_02,1167616800,243.2,10.54,2.582,2.582,60,2,0,0
2007-01-01_03,1167620400,243.27,10.4,2.542,2.542,60,3,0,0
2007-01-01_04,1167624000,242.46,10.11,2.476,2.476,60,4,0,0
2007-01-01_05,1167627600,242.35,10.15,2.476,2.476,60,5,0,0
2007-01-01_06,1167631200,241.22,10.1,2.456,2.456,60,6,0,0
2007-01-01_07,1167634800,240.31,10.12,2.447,2.447,60,7,0,0
2007-01-01_08,1167638400,241.14,10.05,2.442,2.442,60,8,0,0
2007-01-01_09,1167642000,239.78,13.05,3.146,3.146,60,9,0,0
2007-01-01_10,1167645600,238.43,11.1,2.662,2.662,60,10,0,0
2007-01-01_11,1167649200,237.32,10.79,2.576,2.576,60,11,0,0
2007-01-01_12,1167652800,237.76,10.94,2.616,2.616,60,12,0,0
2007-01-01_13,1167656400,238.67,9.04,2.162,2.162,60,13,0,0
2007-01-01_14,1167660000,240.66,5.61,1.294,1.294,60,14,0,0
2007-01-01_15,1167663600,238.92,7.93,1.909,1.909,60,15,0,0
2007-01-01_16,1167667200,239.39,5.75,1.39,1.39,60,16,0,0
2007-01-01_17,1167670800,237.48,6.83,1.632,1.632,60,17,0,0
2007-01-01_18,1167674400,238.34,6.04,1.462,1.462,60,18,0,0
2007-01-01_19,1167678000,237.76,3.09,0.732,0.732,60,19,0,0
2007-01-01_20,1167681600,237.83,1.72,0.412,0.412,60,20,0,0
2007-01-01_21,1167685200,239.42,1.83,0.434,0.434,60,21,0,0
2007-01-01_22,1167688800,241.12,1.91,0.444,0.444,60,22,0,0
2007-01-01_23,1167692400,243.83,1.94,0.45,0.45,60,23,0,0
2007-01-02_00,1167696000,242.26,1.96,0.446,0.446,60,0,1,0
2007-01-02_01,1167699600,243.27,1.88,0.437,0.437,60,1,1,0
2007-01-02_02,1167703200,245.75,1.83,0.432,0.432,60,2,1,0
2007-01-02_03,1167706800,245.74,2.02,0.464,0.464,60,3,1,0
2007-01-02_04,1167710400,243.61,4.29,1.04,1.04,60,4,1,0
2007-01-02_05,1167714000,242.44,3.03,0.711,0.711,60,5,1,0
2007-01-02_06,1167717600,243.93,1.9,0.447,0.447,60,6,1,0
2007-01-02_07,1167721200,240.89,1.75,0.413,0.413,60,7,1,0
2007-01-02_08,1167724800,239.95,1.94,0.454,0.454,60,8,1,0
2007-01-02_09,1167728400,239.81,1.73,0.418,0.418,60,9,1,0
2007-01-02_10,1167732000,238.78,1.89,0.446,0.446,60,10,1,0
2007-01-02_11,1167735600,242.05,1.81,0.433,0.433,60,11,1,0
2007-01-02_12,1167739200,242.01,1.8,0.426,0.426,60,12,1,0
2007-01-02_13,1167742800,242.47,1.98,0.459,0.459,60,13,1,0
2007-01-02_14,1167746400,246.38,1.86,0.438,0.438,60,14,1,0
2007-01-02_15,1167750000,242.96,5.9,1.438,1.438,60,15,1,0
2007-01-02_16,1167753600,243.1,5.99,1.459,1.459,60,16,1,0
2007-01-02_17,1167757200,238.18,9.12,2.136,2.136,60,17,1,0
2007-01-02_18,1167760800,237.58,8.36,1.972,1.972,60,18,1,0
2007-01-02_19,1167764400,239.28,6.33,1.518,1.518,60,19,1,0
2007-01-02_20,1167768000,238.49,10.86,2.574,2.574,60,20,1,0
2007-01-02_21,1167771600,240.21,5.56,1.321,1.321,60,21,1,0
2007-01-02_22,1167775200,242.96,2.27,0.528,0.528,60,22,1,0
2007-01-02_23,1167778800,244.57,3.08,0.744,0.744,60,23,1,0
2007-01-03_00,1167782400,244.16,4.64,1.125,1.125,60,0,2,0
2007-01-03_01,1167786000,243.94,3.75,0.901,0.901,60,1,2,0
2007-01-03_02,1167789600,246.72,1.39,0.305,0.305,60,2,2,0
2007-01-03_03,1167793200,246.67,1.58,0.333,0.333,60,3,2,0
2007-01-03_04,1167796800,246.06,1.32,0.299,0.299,60,4,2,0
2007-01-03_05,1167800400,244.03,3.92,0.952,0.952,60,5,2,0
2007-01-03_06,1167804000,245.9,1.55,0.334,0.334,60,6,2,0
2007-01-03_07,1167807600,242.78,1.36,0.302,0.302,60,7,2,0
2007-01-03_08,1167811200,241.34,1.48,0.32,0.32,60,8,2,0
2007-01-03_09,1167814800,240.72,2.69,0.602,0.602,60,9,2,0
2007-01-03_10,1167818400,241.29,3.81,0.874,0.874,60,10,2,0
2007-01-03_11,1167822000,243.26,4.16,0.976,0.976,60,11,2,0
2007-01-03_12,1167825600,242.34,5.71,1.398,1.398,60,12,2,0
2007-01-03_13,1167829200,242.96,5.81,1.42,1.42,60,13,2,0
2007-01-03_14,1167832800,244.94,4.54,1.09,1.09,60,14,2,0
2007-01-03_15,1167836400,246.0,1.42,0.302,0.302,60,15,2,0
2007-01-03_16,1167840000,245.89,1.81,0.368,0.368,60,16,2,0
2007-01-03_17,1167843600,240.76,1.25,0.285,0.285,60,17,2,0
2007-01-03_18,1167847200,242.37,1.74,0.361,0.361,60,18,2,0
2007-01-03_19,1167850800,241.15,1.3,0.289,0.289,60,19,2,0
2007-01-03_20,1167854400,241.89,1.54,0.326,0.326,60,20,2,0
2007-01-03_21,1167858000,241.41,4.74,1.115,1.115,60,21,2,0
2007-01-03_22,1167861600,243.7,3.95,0.954,0.954,60,22,2,0
2007-01-03_23,1167865200,245.1,6.87,1.669,1.669,60,23,2,0
2007-01-04_00,1167868800,239.73,14.09,3.375,3.375,60,0,3,0
2007-01-04_01,1167872400,238.35,12.1,2.897,2.897,60,1,3,0
2007-01-04_02,1167876000,242.02,9.82,2.387,2.387,60,2,3,0
2007-01-04_03,1167879600,241.0,9.73,2.362,2.362,60,3,3,0
2007-01-04_04,1167883200,239.96,9.81,2.37,2.37,60,4,3,0
2007-01-04_05,1167886800,240.59,9.68,2.345,2.345,60,5,3,0
2007-01-04_06,1167890400,239.94,9.73,2.359,2.359,60,6,3,0
2007-01-04_07,1167894000,238.73,9.66,2.326,2.326,60,7,3,0
2007-01-04_08,1167897600,237.96,10.04,2.404,2.404,60,8,3,0
2007-01-04_09,1167901200,237.75,11.22,2.667,2.667,60,9,3,0
2007-01-04_10,1167904800,240.08,7.93,1.898,1.898,60,10,3,0
2007-01-04_11,1167908400,241.0,8.4,2.006,2.006,60,11,3,0
2007-01-04_12,1167912000,238.15,17.2,4.067,4.067,60,12,3,0
2007-01-04_13,1167915600,239.4,14.94,3.545,3.545,60,13,3,0
2007-01-04_14,1167919200,242.03,8.39,2.013,2.013,60,14,3,0
2007-01-04_15,1167922800,243.31,3.75,0.879,0.879,60,15,3,0
2007-01-04_16,1167926400,239.99,13.78,3.29,3.29,60,16,3,0
2007-01-04_17,1167930000,237.67,11.62,2.741,2.741,60,17,3,0
2007-01-04_18,1167933600,237.32,10.93,2.606,2.606,60,18,3,0
2007-01-04_19,1167937200,236.59,12.05,2.854,2.854,60,19,3,0
2007-01-04_20,1167940800,237.48,6.33,1.499,1.499,60,20,3,0
2007-01-04_21,1167944400,238.97,2.06,0.479,0.479,60,21,3,0
2007-01-04_22,1167948000,241.66,1.9,0.42,0.42,60,22,3,0
2007-01-04_23,1167951600,244.34,2.31,0.535,0.535,60,23,3,0
2007-01-05_00,1167955200,242.68,8.13,1.968,1.968,60,0,4,0
2007-01-05_01,1167958800,240.3,9.86,2.387,2.387,60,1,4,0
2007-01-05_02,1167962400,242.61,9.82,2.395,2.395,60,2,4,0
2007-01-05_03,1167966000,242.28,9.97,2.416,2.416,60,3,4,0
2007-01-05_04,1167969600,243.23,9.81,2.397,2.397,60,4,4,0
2007-01-05_05,1167973200,241.77,9.92,2.407,2.407,60,5,4,0
2007-01-05_06,1167976800,241.92,9.73,2.368,2.368,60,6,4,0
2007-01-05_07,1167980400,239.56,9.76,2.352,2.352,60,7,4,0
2007-01-05_08,1167984000,238.58,9.64,2.317,2.317,60,8,4,0
2007-01-05_09,1167987600,238.23,9.88,2.364,2.364,60,9,4,0
2007-01-05_10,1167991200,237.64,11.17,2.656,2.656,60,10,4,0
2007-01-05_11,1167994800,240.24,1.65,0.356,0.356,60,11,4,0
2007-01-05_12,1167998400,241.54,1.65,0.354,0.354,60,12,4,0
2007-01-05_13,1168002000,242.38,1.55,0.342,0.342,60,13,4,0
2007-01-05_14,1168005600,246.08,1.66,0.377,0.377,60,14,4,0
2007-01-05_15,1168009200,244.82,2.19,0.478,0.478,60,15,4,0
2007-01-05_16,1168012800,243.49,3.61,0.836,0.836,60,16,4,0
2007-01-05_17,1168016400,237.32,9.45,2.241,2.241,60,17,4,0
2007-01-05_18,1168020000,234.96,10.14,2.4,2.4,60,18,4,0
2007-01-05_19,1168023600,236.43,8.71,2.039,2.039,60,19,4,0
2007-01-05_20,1168027200,237.76,12.54,2.976,2.976,60,20,4,0
2007-01-05_21,1168030800,237.3,11.25,2.674,2.674,60,21,4,0
2007-01-05_22,1168034400,239.25,9.99,2.385,2.385,60,22,4,0
2007-01-05_23,1168038000,241.55,7.16,1.739,1.739,60,23,4,0
2007-01-06_00,1168041600,240.65,6.17,1.493,1.493,60,0,5,1
2007-01-06_01,1168045200,241.34,1.9,0.433,0.433,60,1,5,1
2007-01-06_02,1168048800,245.8,1.57,0.333,0.333,60,2,5,1
2007-01-06_03,1168052400,245.07,1.46,0.313,0.313,60,3,5,1
2007-01-06_04,1168056000,243.9,1.37,0.304,0.304,60,4,5,1
2007-01-06_05,1168059600,243.11,1.56,0.335,0.335,60,5,5,1
2007-01-06_06,1168063200,242.82,1.34,0.299,0.299,60,6,5,1
2007-01-06_07,1168066800,241.54,1.61,0.337,0.337,60,7,5,1
2007-01-06_08,1168070400,241.39,1.34,0.295,0.295,60,8,5,1
2007-01-06_09,1168074000,241.0,2.68,0.623,0.623,60,9,5,1
2007-01-06_10,1168077600,237.75,6.45,1.526,1.526,60,10,5,1
2007-01-06_11,1168081200,233.7,11.07,2.592,2.592,60,11,5,1
2007-01-06_12,1168084800,231.77,17.5,4.003,4.003,60,12,5,1
2007-01-06_13,1168088400,237.49,8.09,1.89,1.89,60,13,5,1
2007-01-06_14,1168092000,239.66,7.2,1.7,1.7,60,14,5,1
2007-01-06_15,1168095600,240.01,4.89,1.149,1.149,60,15,5,1
2007-01-06_16,1168099200,238.18,3.83,0.881,0.881,60,16,5,1
2007-01-06_17,1168102800,235.35,3.92,0.899,0.899,60,17,5,1
2007-01-06_18,1168106400,236.26,3.69,0.856,0.856,60,18,5,1
2007-01-06_19,1168110000,234.73,8.01,1.834,1.834,60,19,5,1
2007-01-06_20,1168113600,238.0,4.52,1.015,1.015,60,20,5,1
2007-01-06_21,1168117200,240.13,4.5,1.013,1.013,60,21,5,1
2007-01-06_22,1168120800,240.07,2.21,0.512,0.512,60,22,5,1
2007-01-06_23,1168124400,242.45,2.19,0.505,0.505,60,23,5,1
2007-01-07_00,1168128000,241.29,3.8,0.903,0.903,60,0,6,1
2007-01-07_01,1168131600,243.07,1.31,0.296,0.296,60,1,6,1
2007-01-07_02,1168135200,247.08,1.71,0.352,0.352,60,2,6,1
2007-01-07_03,1168138800,247.35,1.43,0.299,0.299,60,3,6,1
2007-01-07_04,1168142400,246.39,1.74,0.356,0.356,60,4,6,1
2007-01-07_05,1168146000,244.88,1.33,0.285,0.285,60,5,6,1
2007-01-07_06,1168149600,246.02,1.61,0.338,0.338,60,6,6,1
2007-01-07_07,1168153200,243.45,1.41,0.313,0.313,60,7,6,1
2007-01-07_08,1168156800,243.94,1.4,0.31,0.31,60,8,6,1
2007-01-07_09,1168160400,243.32,1.79,0.376,0.376,60,9,6,1
2007-01-07_10,1168164000,239.9,4.46,1.041,1.041,60,10,6,1
2007-01-07_11,1168167600,239.43,4.72,1.068,1.068,60,11,6,1
2007-01-07_12,1168171200,238.81,2.52,0.552,0.552,60,12,6,1
2007-01-07_13,1168174800,236.68,14.24,3.332,3.332,60,13,6,1
2007-01-07_14,1168178400,242.71,10.5,2.533,2.533,60,14,6,1
2007-01-07_15,1168182000,241.25,15.84,3.771,3.771,60,15,6,1
2007-01-07_16,1168185600,240.26,9.53,2.281,2.281,60,16,6,1
2007-01-07_17,1168189200,235.32,10.19,2.405,2.405,60,17,6,1
2007-01-07_18,1168192800,231.6,22.62,5.212,5.212,60,18,6,1
2007-01-07_19,1168196400,234.58,12.51,2.916,2.916,60,19,6,1
2007-01-07_20,1168200000,234.88,15.09,3.523,3.523,60,20,6,1
2007-01-07_21,1168203600,235.71,20.18,4.738,4.738,60,21,6,1
2007-01-07_22,1168207200,241.23,8.82,2.129,2.129,60,22,6,1
2007-01-07_23,1168210800,242.5,6.03,1.464,1.464,60,23,6,1
2007-01-08_00,1168214400,242.45,5.57,1.36,1.36,60,0,0,0
2007-01-08_01,1168218000,240.82,5.57,1.351,1.351,60,1,0,0
2007-01-08_02,1168221600,241.32,5.7,1.385,1.385,60,2,0,0
2007-01-08_03,1168225200,241.64,5.56,1.357,1.357,60,3,0,0
2007-01-08_04,1168228800,241.2,5.67,1.376,1.376,60,4,0,0
2007-01-08_05,1168232400,239.23,4.6,1.105,1.105,60,5,0,0
2007-01-08_06,1168236000,242.7,2.09,0.468,0.468,60,6,0,0
2007-01-08_07,1168239600,240.47,4.31,1.013,1.013,60,7,0,0
2007-01-08_08,1168243200,237.71,8.97,2.14,2.14,60,8,0,0
2007-01-08_09,1168246800,237.18,6.99,1.665,1.665,60,9,0,0
2007-01-08_10,1168250400,237.59,5.38,1.297,1.297,60,10,0,0
2007-01-08_11,1168254000,238.27,5.03,1.175,1.175,60,11,0,0
2007-01-08_12,1168257600,239.04,1.54,0.329,0.329,60,12,0,0
2007-01-08_13,1168261200,237.54,2.88,0.643,0.643,60,13,0,0
2007-01-08_14,1168264800,241.44,7.71,1.851,1.851,60,14,0,0
2007-01-08_15,1168268400,242.69,7.79,1.885,1.885,60,15,0,0
2007-01-08_16,1168272000,241.49,8.89,2.122,2.122,60,16,0,0
2007-01-08_17,1168275600,237.58,7.98,1.898,1.898,60,17,0,0
2007-01-08_18,1168279200,234.97,12.37,2.908,2.908,60,18,0,0
2007-01-08_19,1168282800,234.92,11.98,2.794,2.794,60,19,0,0
2007-01-08_20,1168286400,236.34,14.52,3.425,3.425,60,20,0,0
2007-01-08_21,1168290000,238.23,10.54,2.508,2.508,60,21,0,0
2007-01-08_22,1168293600,241.21,4.01,0.97,0.97,60,22,0,0
2007-01-08_23,1168297200,243.83,1.58,0.333,0.333,60,23,0,0
2007-01-09_00,1168300800,242.06,1.21,0.27,0.27,60,0,1,0
2007-01-09_01,1168304400,242.24,1.48,0.312,0.312,60,1,1,0
2007-01-09_02,1168308000,244.62,1.31,0.287,0.287,60,2,1,0
2007-01-09_03,1168311600,243.13,2.07,0.47,0.47,60,3,1,0
2007-01-09_04,1168315200,241.41,2.83,0.661,0.661,60,4,1,0
2007-01-09_05,1168318800,240.85,1.28,0.274,0.274,60,5,1,0
2007-01-09_06,1168322400,241.73,4.81,1.123,1.123,60,6,1,0
2007-01-09_07,1168326000,238.67,10.0,2.387,2.387,60,7,1,0
2007-01-09_08,1168329600,239.55,8.93,2.136,2.136,60,8,1,0
2007-01-09_09,1168333200,238.21,7.81,1.868,1.868,60,9,1,0
2007-01-09_10,1168336800,238.33,5.63,1.349,1.349,60,10,1,0
2007-01-09_11,1168340400,237.77,3.89,0.935,0.935,60,11,1,0
2007-01-09_12,1168344000,241.0,1.24,0.277,0.277,60,12,1,0
2007-01-09_13,1168347600,239.53,1.38,0.302,0.302,60,13,1,0
2007-01-09_14,1168351200,242.54,1.23,0.267,0.267,60,14,1,0
2007-01-09_15,1168354800,243.55,2.6,0.565,0.565,60,15,1,0
2007-01-09_16,1168358400,241.26,6.05,1.471,1.471,60,16,1,0
2007-01-09_17,1168362000,237.53,8.99,2.106,2.106,60,17,1,0
2007-01-09_18,1168365600,237.35,10.09,2.373,2.373,60,18,1,0
2007-01-09_19,1168369200,237.92,9.69,2.287,2.287,60,19,1,0
2007-01-09_20,1168372800,238.4,13.64,3.211,3.211,60,20,1,0
2007-01-09_21,1168376400,236.94,13.98,3.292,3.292,60,21,1,0
2007-01-09_22,1168380000,243.28,5.31,1.291,1.291,60,22,1,0
2007-01-09_23,1168383600,243.82,7.04,1.636,1.636,60,23,1,0
2007-01-10_00,1168387200,244.25,2.3,0.518,0.518,60,0,2,0
2007-01-10_01,1168390800,243.11,2.77,0.654,0.654,60,1,2,0
2007-01-10_02,1168394400,245.08,1.62,0.34,0.34,60,2,2,0
2007-01-10_03,1168398000,243.98,1.22,0.269,0.269,60,3,2,0
2007-01-10_04,1168401600,244.33,1.65,0.347,0.347,60,4,2,0
2007-01-10_05,1168405200,242.76,1.22,0.268,0.268,60,5,2,0
2007-01-10_06,1168408800,243.17,3.92,0.898,0.898,60,6,2,0
2007-01-10_07,1168412400,239.59,9.87,2.363,2.363,60,7,2,0
2007-01-10_08,1168416000,238.55,12.45,2.973,2.973,60,8,2,0
2007-01-10_09,1168419600,238.68,8.36,1.995,1.995,60,9,2,0
2007-01-10_10,1168423200,239.32,5.92,1.427,1.427,60,10,2,0
2007-01-10_11,1168426800,237.74,16.83,3.971,3.971,60,11,2,0
2007-01-10_12,1168430400,240.9,5.96,1.431,1.431,60,12,2,0
2007-01-10_13,1168434000,241.13,2.54,0.554,0.554,60,13,2,0
2007-01-10_14,1168437600,241.5,7.24,1.695,1.695,60,14,2,0
2007-01-10_15,1168441200,242.19,5.34,1.291,1.291,60,15,2,0
2007-01-10_16,1168444800,243.4,3.01,0.684,0.684,60,16,2,0
2007-01-10_17,1168448400,239.32,7.76,1.824,1.824,60,17,2,0
2007-01-10_18,1168452000,237.92,14.15,3.364,3.364,60,18,2,0
2007-01-10_19,1168455600,235.0,13.62,3.19,3.19,60,19,2,0
2007-01-10_20,1168459200,235.07,12.54,2.934,2.934,60,20,2,0
2007-01-10_21,1168462800,239.46,7.07,1.695,1.695,60,21,2,0
2007-01-10_22,1168466400,242.08,3.55,0.852,0.852,60,22,2,0
2007-01-10_23,1168470000,246.13,1.69,0.376,0.376,60,23,2,0
2007-01-11_00,1168473600,246.09,1.63,0.336,0.336,60,0,3,0
2007-01-11_01,1168477200,243.64,1.18,0.255,0.255,60,1,3,0
2007-01-11_02,1168480800,245.22,1.47,0.309,0.309,60,2,3,0
2007-01-11_03,1168484400,244.2,3.74,0.892,0.892,60,3,3,0
2007-01-11_04,1168488000,244.19,1.24,0.27,0.27,60,4,3,0
2007-01-11_05,1168491600,242.85,1.38,0.298,0.298,60,5,3,0
2007-01-11_06,1168495200,242.22,3.22,0.736,0.736,60,6,3,0
2007-01-11_07,1168498800,239.46,11.27,2.702,2.702,60,7,3,0
2007-01-11_08,1168502400,240.17,10.5,2.505,2.505,60,8,3,0
2007-01-11_09,1168506000,240.7,5.64,1.37,1.37,60,9,3,0
2007-01-11_10,1168509600,240.26,5.65,1.37,1.37,60,10,3,0
2007-01-11_11,1168513200,240.99,4.75,1.152,1.152,60,11,3,0
2007-01-11_12,1168516800,241.85,1.42,0.3,0.3,60,12,3,0
2007-01-11_13,1168520400,242.34,1.84,0.395,0.395,60,13,3,0
2007-01-11_14,1168524000,244.17,1.54,0.327,0.327,60,14,3,0
2007-01-11_15,1168527600,243.54,2.36,0.542,0.542,60,15,3,0
2007-01-11_16,1168531200,240.72,10.9,2.613,2.613,60,16,3,0
2007-01-11_17,1168534800,236.38,13.69,3.238,3.238,60,17,3,0
2007-01-11_18,1168538400,236.28,16.5,3.869,3.869,60,18,3,0
2007-01-11_19,1168542000,234.22,20.54,4.784,4.784,60,19,3,0
2007-01-11_20,1168545600,234.03,15.96,3.706,3.706,60,20,3,0
2007-01-11_21,1168549200,237.31,12.12,2.88,2.88,60,21,3,0
2007-01-11_22,1168552800,243.45,5.97,1.448,1.448,60,22,3,0
2007-01-11_23,1168556400,243.45,5.28,1.287,1.287,60,23,3,0
2007-01-12_00,1168560000,241.24,2.55,0.585,0.585,60,0,4,0
2007-01-12_01,1168563600,240.46,1.44,0.312,0.312,60,1,4,0
2007-01-12_02,1168567200,243.4,1.4,0.302,0.302,60,2,4,0
2007-01-12_03,1168570800,243.73,1.53,0.322,0.322,60,3,4,0
2007-01-12_04,1168574400,243.65,1.34,0.293,0.293,60,4,4,0
2007-01-12_05,1168578000,241.72,3.47,0.812,0.812,60,5,4,0
2007-01-12_06,1168581600,243.06,6.09,1.451,1.451,60,6,4,0
2007-01-12_07,1168585200,239.9,11.79,2.832,2.832,60,7,4,0
2007-01-12_08,1168588800,240.33,8.29,1.994,1.994,60,8,4,0
2007-01-12_09,1168592400,240.32,5.56,1.348,1.348,60,9,4,0
2007-01-12_10,1168596000,239.05,3.82,0.907,0.907,60,10,4,0
2007-01-12_11,1168599600,240.28,1.27,0.282,0.282,60,11,4,0
2007-01-12_12,1168603200,241.1,1.38,0.295,0.295,60,12,4,0
2007-01-12_13,1168606800,242.91,1.18,0.254,0.254,60,13,4,0
2007-01-12_14,1168610400,244.41,1.69,0.335,0.335,60,14,4,0
2007-01-12_15,1168614000,246.22,1.23,0.262,0.262,60,15,4,0
2007-01-12_16,1168617600,245.4,1.52,0.321,0.321,60,16,4,0
2007-01-12_17,1168621200,241.14,2.39,0.573,0.573,60,17,4,0
2007-01-12_18,1168624800,238.22,10.66,2.549,2.549,60,18,4,0
2007-01-12_19,1168628400,237.31,9.37,2.235,2.235,60,19,4,0
2007-01-12_20,1168632000,238.12,9.62,2.295,2.295,60,20,4,0
2007-01-12_21,1168635600,240.12,6.32,1.513,1.513,60,21,4,0
2007-01-12_22,1168639200,241.87,6.18,1.484,1.484,60,22,4,0
2007-01-12_23,1168642800,242.96,3.33,0.799,0.799,60,23,4,0
2007-01-13_00,1168646400,243.07,3.73,0.888,0.888,60,0,5,1
2007-01-13_01,1168650000,240.48,1.52,0.317,0.317,60,1,5,1
2007-01-13_02,1168653600,243.88,1.21,0.256,0.256,60,2,5,1
2007-01-13_03,1168657200,244.04,1.41,0.298,0.298,60,3,5,1
2007-01-13_04,1168660800,243.45,1.34,0.289,0.289,60,4,5,1
2007-01-13_05,1168664400,242.43,1.19,0.265,0.265,60,5,5,1
2007-01-13_06,1168668000,245.09,1.45,0.315,0.315,60,6,5,1
2007-01-13_07,1168671600,241.15,7.48,1.793,1.793,60,7,5,1
2007-01-13_08,1168675200,238.55,11.23,2.656,2.656,60,8,5,1
2007-01-13_09,1168678800,238.85,7.28,1.716,1.716,60,9,5,1
2007-01-13_10,1168682400,236.83,13.61,3.17,3.17,60,10,5,1
2007-01-13_11,1168686000,235.95,15.23,3.563,3.563,60,11,5,1
2007-01-13_12,1168689600,238.43,8.32,1.97,1.97,60,12,5,1
2007-01-13_13,1168693200,240.95,6.98,1.639,1.639,60,13,5,1
2007-01-13_14,1168696800,242.14,6.81,1.63,1.63,60,14,5,1
2007-01-13_15,1168700400,242.73,8.54,2.072,2.072,60,15,5,1
2007-01-13_16,1168704000,241.86,8.46,2.058,2.058,60,16,5,1
2007-01-13_17,1168707600,237.27,11.81,2.798,2.798,60,17,5,1
2007-01-13_18,1168711200,238.16,7.95,1.888,1.888,60,18,5,1
2007-01-13_19,1168714800,234.94,13.44,3.154,3.154,60,19,5,1
2007-01-13_20,1168718400,233.81,19.32,4.512,4.512,60,20,5,1
2007-01-13_21,1168722000,232.84,21.43,4.981,4.981,60,21,5,1
2007-01-13_22,1168725600,231.42,25.32,5.814,5.814,60,22,5,1
2007-01-13_23,1168729200,234.51,21.79,5.071,5.071,60,23,5,1
2007-01-14_00,1168732800,237.65,14.28,3.341,3.341,60,0,6,1
2007-01-14_01,1168736400,238.91,12.33,2.916,2.916,60,1,6,1
2007-01-14_02,1168740000,241.59,12.31,2.879,2.879,60,2,6,1
2007-01-14_03,1168743600,241.07,5.09,1.122,1.122,60,3,6,1
2007-01-14_04,1168747200,241.35,5.12,1.134,1.134,60,4,6,1
2007-01-14_05,1168750800,240.76,5.4,1.194,1.194,60,5,6,1
2007-01-14_06,1168754400,240.48,6.91,1.576,1.576,60,6,6,1
2007-01-14_07,1168758000,239.72,5.18,1.141,1.141,60,7,6,1
2007-01-14_08,1168761600,240.76,5.87,1.315,1.315,60,8,6,1
2007-01-14_09,1168765200,238.14,9.55,2.226,2.226,60,9,6,1
2007-01-14_10,1168768800,237.2,7.48,1.736,1.736,60,10,6,1
2007-01-14_11,1168772400,238.46,4.39,1.009,1.009,60,11,6,1
2007-01-14_12,1168776000,237.51,3.25,0.712,0.712,60,12,6,1
2007-01-14_13,1168779600,241.09,5.5,1.299,1.299,60,13,6,1
2007-01-14_14,1168783200,242.21,7.65,1.827,1.827,60,14,6,1
2007-01-14_15,1168786800,242.41,8.67,2.097,2.097,60,15,6,1
2007-01-14_16,1168790400,239.12,14.46,3.426,3.426,60,16,6,1
2007-01-14_17,1168794000,234.15,18.1,4.211,4.211,60,17,6,1
2007-01-14_18,1168797600,233.33,15.43,3.599,3.599,60,18,6,1
2007-01-14_19,1168801200,232.91,14.2,3.292,3.292,60,19,6,1
2007-01-14_20,1168804800,233.75,13.63,3.193,3.193,60,20,6,1
2007-01-14_21,1168808400,237.12,8.86,2.108,2.108,60,21,6,1
2007-01-14_22,1168812000,239.65,6.07,1.463,1.463,60,22,6,1
2007-01-14_23,1168815600,242.3,5.62,1.375,1.375,60,23,6,1
2007-01-15_00,1168819200,242.09,5.53,1.357,1.357,60,0,0,0
2007-01-15_01,1168822800,240.43,5.53,1.342,1.342,60,1,0,0
2007-01-15_02,1168826400,244.29,1.96,0.462,0.462,60,2,0,0
2007-01-15_03,1168830000,244.89,1.3,0.29,0.29,60,3,0,0
2007-01-15_04,1168833600,244.3,1.29,0.292,0.292,60,4,0,0
2007-01-15_05,1168837200,242.92,1.02,0.244,0.244,60,5,0,0
2007-01-15_06,1168840800,244.39,1.41,0.308,0.308,60,6,0,0
2007-01-15_07,1168844400,239.0,8.18,1.945,1.945,60,7,0,0
2007-01-15_08,1168848000,237.92,10.9,2.596,2.596,60,8,0,0
2007-01-15_09,1168851600,238.13,6.62,1.595,1.595,60,9,0,0
2007-01-15_10,1168855200,238.13,7.78,1.855,1.855,60,10,0,0
2007-01-15_11,1168858800,240.39,5.67,1.371,1.371,60,11,0,0
2007-01-15_12,1168862400,241.86,4.71,1.131,1.131,60,12,0,0
2007-01-15_13,1168866000,242.42,3.13,0.652,0.652,60,13,0,0
2007-01-15_14,1168869600,243.62,6.23,1.484,1.484,60,14,0,0
2007-01-15_15,1168873200,244.26,6.69,1.623,1.623,60,15,0,0
2007-01-15_16,1168876800,243.7,6.33,1.542,1.542,60,16,0,0
2007-01-15_17,1168880400,238.09,7.56,1.792,1.792,60,17,0,0
2007-01-15_18,1168884000,237.71,9.44,2.248,2.248,60,18,0,0
2007-01-15_19,1168887600,235.36,12.64,2.972,2.972,60,19,0,0
2007-01-15_20,1168891200,237.93,11.57,2.743,2.743,60,20,0,0
2007-01-15_21,1168894800,240.44,6.8,1.624,1.624,60,21,0,0
2007-01-15_22,1168898400,243.7,7.63,1.857,1.857,60,22,0,0
2007-01-15_23,1168902000,243.81,10.34,2.486,2.486,60,23,0,0
2007-01-16_00,1168905600,245.07,1.77,0.387,0.387,60,0,1,0
2007-01-16_01,1168909200,242.37,1.3,0.299,0.299,60,1,1,0
2007-01-16_02,1168912800,244.59,1.4,0.309,0.309,60,2,1,0
2007-01-16_03,1168916400,243.66,1.32,0.294,0.294,60,3,1,0
2007-01-16_04,1168920000,241.3,3.3,0.784,0.784,60,4,1,0
